page,clicks,impressions,ctr,position
https://www.epickor.com/_next/image?url=%2Fassets%2Fimages%2Fposts%2F149%2F149_01.jpg&w=3840&q=75,0,3,0.0000,6.00
https://www.epickor.com/_next/image?url=%2Fassets%2Fimages%2Fposts%2F248%2Fseoul-running-crew-han-river.png&w=3840&q=75,0,1,0.0000,5.00
https://www.epickor.com/_next/image?url=%2Fassets%2Fimages%2Fposts%2F256%2Fajeossi-shaving-scene-clean.jpg&w=3840&q=75,0,1,0.0000,7.00
https://www.epickor.com/_next/image?url=%2Fassets%2Fimages%2Fposts%2F257%2Fincheon-airport-terminal-lounge-seating.jpg&w=3840&q=75,0,1,0.0000,8.00
https://www.epickor.com/_next/image?url=%2Fassets%2Fimages%2Fposts%2F272%2Fseoul-character-store-hero.jpg&w=3840&q=75,0,1,0.0000,5.00
https://www.epickor.com/_next/image?url=https%3A%2F%2Fimages.pexels.com%2Fphotos%2F31735910%2Fpexels-photo-31735910.jpeg%3Fauto%3Dcompress%26cs%3Dtinysrgb%26w%3D1200&w=3840&q=75,0,1,0.0000,3.00
https://www.epickor.com/_next/image?url=https%3A%2F%2Fimages.pexels.com%2Fphotos%2F6919669%2Fpexels-photo-6919669.jpeg%3Fauto%3Dcompress%26cs%3Dtinysrgb%26w%3D1200&w=3840&q=75,0,2,0.0000,6.00
https://www.epickor.com/assets/images/posts/008/e6183b70-1d05-4d16-b31b-88e2842e746a.png,0,1,0.0000,4.00
https://www.epickor.com/assets/images/posts/056/eff2139f-f901-42a4-9822-c41e2d991444.png,0,1,0.0000,7.00
https://www.epickor.com/assets/images/posts/081/e6247c43-db31-45d1-849a-731a41be886b.png,0,1,0.0000,6.00
https://www.epickor.com/assets/images/posts/082/082_frame_7.jpg,0,1,0.0000,7.00
https://www.epickor.com/assets/images/posts/082/af24b8c3-5c79-4465-9da3-2065385ad011.png,0,3,0.0000,3.00
https://www.epickor.com/assets/images/posts/090/090_frame_1.jpg,0,1,0.0000,2.00
https://www.epickor.com/assets/images/posts/090/9aba325a-8a83-4721-9780-c2760839d14b.png,0,1,0.0000,2.00
https://www.epickor.com/assets/images/posts/124/124_01.jpg,0,1,0.0000,6.00
https://www.epickor.com/assets/images/posts/133/133_01.jpg,0,1,0.0000,6.00
https://www.epickor.com/assets/images/posts/135/135_02.jpg,0,4,0.0000,4.25
https://www.epickor.com/assets/images/posts/135/135_03.jpg,0,2,0.0000,3.00
https://www.epickor.com/assets/images/posts/135/135_04.jpg,0,11,0.0000,4.91
https://www.epickor.com/assets/images/posts/145/145_01.jpg,0,3,0.0000,5.33
https://www.epickor.com/assets/images/posts/147/147_01.jpg,0,11,0.0000,4.27
https://www.epickor.com/assets/images/posts/181/webtoon-platform-home-screens-official-media-kit.webp,0,2,0.0000,5.00
https://www.epickor.com/assets/images/posts/187/korea-no-4th-floor-elevator.jpg,0,1,0.0000,7.00
https://www.epickor.com/assets/images/posts/218/daiso-sign-closeup.jpg,0,1,0.0000,7.00
https://www.epickor.com/assets/images/posts/223/korea-e-arrival-card-portal-screen.jpg,0,1,0.0000,5.00
https://www.epickor.com/assets/images/posts/228/korean-temple-ivy-wall.png,0,1,0.0000,7.00
https://www.epickor.com/assets/images/posts/294/sujeo-set-national-institute-korean-language-wikimedia.webp,0,2,0.0000,6.00
https://www.epickor.com/beauty-lifestyle,0,1,0.0000,2.00
https://www.epickor.com/blog/001,0,3,0.0000,8.67
https://www.epickor.com/blog/002,0,4,0.0000,66.50
https://www.epickor.com/blog/004,0,8,0.0000,21.88
https://www.epickor.com/blog/005,0,11,0.0000,13.18
https://www.epickor.com/blog/007,0,9,0.0000,11.33
https://www.epickor.com/blog/009,0,56,0.0000,18.95
https://www.epickor.com/blog/013,0,5,0.0000,7.80
https://www.epickor.com/blog/016,0,25,0.0000,10.80
https://www.epickor.com/blog/017,0,12,0.0000,6.25
https://www.epickor.com/blog/019,0,5,0.0000,17.20
https://www.epickor.com/blog/020,0,21,0.0000,8.38
https://www.epickor.com/blog/022,0,8,0.0000,24.13
https://www.epickor.com/blog/028,0,12,0.0000,26.00
https://www.epickor.com/blog/030,0,60,0.0000,11.30
https://www.epickor.com/blog/035,0,21,0.0000,8.86
https://www.epickor.com/blog/037,0,33,0.0000,8.24
https://www.epickor.com/blog/038,0,5,0.0000,15.80
https://www.epickor.com/blog/040,0,18,0.0000,14.72
https://www.epickor.com/blog/041,0,5,0.0000,32.00
https://www.epickor.com/blog/042,0,25,0.0000,14.16
https://www.epickor.com/blog/044,0,24,0.0000,15.00
https://www.epickor.com/blog/046,0,26,0.0000,12.58
https://www.epickor.com/blog/047,0,49,0.0000,19.02
https://www.epickor.com/blog/051,0,63,0.0000,11.25
https://www.epickor.com/blog/052,0,36,0.0000,15.53
https://www.epickor.com/blog/054,0,1,0.0000,1.00
https://www.epickor.com/blog/056,0,6,0.0000,66.33
https://www.epickor.com/blog/058,0,15,0.0000,8.07
https://www.epickor.com/blog/061,0,5,0.0000,8.60
https://www.epickor.com/blog/063,0,1,0.0000,1.00
https://www.epickor.com/blog/064,0,7,0.0000,16.57
https://www.epickor.com/blog/065,0,53,0.0000,8.72
https://www.epickor.com/blog/066,0,3,0.0000,14.67
https://www.epickor.com/blog/068,0,7,0.0000,5.71
https://www.epickor.com/blog/069,0,14,0.0000,5.79
https://www.epickor.com/blog/070,0,4,0.0000,17.25
https://www.epickor.com/blog/072,0,6,0.0000,8.83
https://www.epickor.com/blog/075,0,14,0.0000,8.93
https://www.epickor.com/blog/077,0,13,0.0000,17.46
https://www.epickor.com/blog/078,0,7,0.0000,17.43
https://www.epickor.com/blog/079,0,34,0.0000,24.94
https://www.epickor.com/blog/080,0,43,0.0000,29.30
https://www.epickor.com/blog/083,0,41,0.0000,23.24
https://www.epickor.com/blog/084,0,5,0.0000,7.00
https://www.epickor.com/blog/085,0,36,0.0000,13.81
https://www.epickor.com/blog/086,0,2,0.0000,5.00
https://www.epickor.com/blog/087,0,410,0.0000,9.26
https://www.epickor.com/blog/088,0,7,0.0000,26.43
https://www.epickor.com/blog/091,0,2,0.0000,5.00
https://www.epickor.com/blog/093,0,1,0.0000,11.00
https://www.epickor.com/blog/125,0,15,0.0000,21.67
https://www.epickor.com/blog/127,0,15,0.0000,11.87
https://www.epickor.com/blog/129,0,75,0.0000,6.04
https://www.epickor.com/blog/131,0,3,0.0000,18.67
https://www.epickor.com/blog/132,0,35,0.0000,7.83
https://www.epickor.com/blog/136,0,35,0.0000,43.71
https://www.epickor.com/blog/142,0,6,0.0000,13.83
https://www.epickor.com/blog/143,0,4,0.0000,10.25
https://www.epickor.com/blog/145,0,218,0.0000,12.23
https://www.epickor.com/blog/146,0,160,0.0000,12.38
https://www.epickor.com/blog/149,0,197,0.0000,7.18
https://www.epickor.com/blog/154,0,36,0.0000,44.81
https://www.epickor.com/blog/157,0,4,0.0000,16.50
https://www.epickor.com/blog/158,0,4,0.0000,25.75
https://www.epickor.com/blog/160,0,28,0.0000,9.25
https://www.epickor.com/blog/172,0,37,0.0000,29.08
https://www.epickor.com/blog/173,0,158,0.0000,11.25
https://www.epickor.com/blog/176,0,98,0.0000,10.12
https://www.epickor.com/blog/179,0,186,0.0000,17.15
https://www.epickor.com/blog/180,0,24,0.0000,23.00
https://www.epickor.com/blog/186,0,206,0.0000,9.98
https://www.epickor.com/blog/189,0,11,0.0000,7.18
https://www.epickor.com/blog/190,0,39,0.0000,9.69
https://www.epickor.com/blog/191,0,14,0.0000,7.71
https://www.epickor.com/blog/192,0,36,0.0000,11.58
https://www.epickor.com/blog/195,0,44,0.0000,8.00
https://www.epickor.com/blog/196,0,3,0.0000,6.67
https://www.epickor.com/blog/201,0,239,0.0000,11.75
https://www.epickor.com/blog/202,0,108,0.0000,16.04
https://www.epickor.com/blog/204,0,11,0.0000,12.18
https://www.epickor.com/blog/205,0,49,0.0000,18.94
https://www.epickor.com/blog/208,0,81,0.0000,8.14
https://www.epickor.com/blog/209,0,13,0.0000,11.08
https://www.epickor.com/blog/212,0,121,0.0000,9.23
https://www.epickor.com/blog/217,0,221,0.0000,7.62
https://www.epickor.com/blog/219,0,36,0.0000,13.56
https://www.epickor.com/blog/221,0,21,0.0000,9.05
https://www.epickor.com/blog/225,0,112,0.0000,7.79
https://www.epickor.com/blog/228,0,58,0.0000,8.62
https://www.epickor.com/blog/230,0,256,0.0000,7.57
https://www.epickor.com/blog/232,0,585,0.0000,8.32
https://www.epickor.com/blog/234,0,7,0.0000,7.71
https://www.epickor.com/blog/235,0,23,0.0000,8.91
https://www.epickor.com/blog/236,0,28,0.0000,9.25
https://www.epickor.com/blog/237,0,40,0.0000,10.20
https://www.epickor.com/blog/239,0,6,0.0000,8.67
https://www.epickor.com/blog/240,0,39,0.0000,11.95
https://www.epickor.com/blog/241,0,26,0.0000,7.65
https://www.epickor.com/blog/242,0,42,0.0000,7.36
https://www.epickor.com/blog/243,0,36,0.0000,11.94
https://www.epickor.com/blog/245,0,22,0.0000,5.59
https://www.epickor.com/blog/247,0,10,0.0000,8.50
https://www.epickor.com/blog/249,0,38,0.0000,15.16
https://www.epickor.com/blog/250,0,40,0.0000,6.58
https://www.epickor.com/blog/252,0,49,0.0000,6.73
https://www.epickor.com/blog/253,0,182,0.0000,7.35
https://www.epickor.com/blog/261,0,3238,0.0000,8.27
https://www.epickor.com/blog/264,0,128,0.0000,9.40
https://www.epickor.com/blog/265,0,54,0.0000,9.28
https://www.epickor.com/blog/266,0,32,0.0000,12.47
https://www.epickor.com/blog/267,0,31,0.0000,7.81
https://www.epickor.com/blog/269,0,34,0.0000,12.62
https://www.epickor.com/blog/271,0,44,0.0000,7.05
https://www.epickor.com/blog/279,0,12,0.0000,17.00
https://www.epickor.com/blog/280,0,20,0.0000,11.15
https://www.epickor.com/blog/281,0,79,0.0000,11.19
https://www.epickor.com/blog/282,0,17,0.0000,21.12
https://www.epickor.com/blog/283,0,1042,0.0000,9.39
https://www.epickor.com/blog/284,0,46,0.0000,6.85
https://www.epickor.com/blog/287,0,27,0.0000,10.30
https://www.epickor.com/blog/290,0,62,0.0000,9.69
https://www.epickor.com/blog/292,0,47,0.0000,6.91
https://www.epickor.com/blog/293,0,47,0.0000,7.02
https://www.epickor.com/blog/294,0,31,0.0000,16.81
https://www.epickor.com/blog/299,0,18,0.0000,9.39
https://www.epickor.com/blog/302,0,347,0.0000,11.40
https://www.epickor.com/blog/303,0,30,0.0000,18.20
https://www.epickor.com/blog/304,0,55,0.0000,20.82
https://www.epickor.com/blog/306,0,28,0.0000,11.25
https://www.epickor.com/blog/308,0,124,0.0000,6.14
https://www.epickor.com/blog/309,0,42,0.0000,7.31
https://www.epickor.com/blog/311,0,81,0.0000,9.65
https://www.epickor.com/blog/312,0,15,0.0000,6.33
https://www.epickor.com/blog/313,0,12,0.0000,9.33
https://www.epickor.com/blog/314,0,44,0.0000,13.02
https://www.epickor.com/blog/315,0,4,0.0000,6.00
https://www.epickor.com/blog/316,0,19,0.0000,11.32
https://www.epickor.com/blog/317,0,5,0.0000,12.80
https://www.epickor.com/blog/318,0,33,0.0000,8.18
https://www.epickor.com/blog/319,0,6,0.0000,5.17
https://www.epickor.com/blog/320,0,9,0.0000,9.00
https://www.epickor.com/blog/321,0,16,0.0000,6.00
https://www.epickor.com/business,0,9,0.0000,5.00
https://www.epickor.com/business/editor,0,2,0.0000,14.50
https://www.epickor.com/business/korea-trade-shows-overseas-buyers,0,24,0.0000,5.63
https://www.epickor.com/business/korean-apparel-suppliers,0,6,0.0000,11.17
https://www.epickor.com/business/korean-cosmetics-wholesale-guide,0,80,0.0000,12.93
https://www.epickor.com/business/korean-medical-device-suppliers,0,20,0.0000,35.40
https://www.epickor.com/business/korean-packaging-suppliers,0,18,0.0000,5.22
https://www.epickor.com/card-news,0,4,0.0000,44.25
https://www.epickor.com/card-news/015,0,1,0.0000,16.00
https://www.epickor.com/card-news/055,0,72,0.0000,16.38
https://www.epickor.com/card-news/124,0,2,0.0000,11.50
https://www.epickor.com/card-news/170,0,6,0.0000,17.50
https://www.epickor.com/card-news/171,0,2,0.0000,12.50
https://www.epickor.com/card-news/174,0,15,0.0000,7.00
https://www.epickor.com/card-news/192,0,3,0.0000,10.00
https://www.epickor.com/card-news/195,0,12,0.0000,6.83
https://www.epickor.com/card-news/216,0,3,0.0000,5.67
https://www.epickor.com/card-news/241,0,3,0.0000,8.33
https://www.epickor.com/card-news/257,0,1,0.0000,10.00
https://www.epickor.com/card-news/258,0,3,0.0000,7.00
https://www.epickor.com/card-news/259,0,10,0.0000,4.10
https://www.epickor.com/card-news/278,0,2,0.0000,19.00
https://www.epickor.com/card-news/311,0,2,0.0000,5.50
https://www.epickor.com/card-news/312,0,4,0.0000,2.00
https://www.epickor.com/card-news/313,0,2,0.0000,75.50
https://www.epickor.com/card-news/musinsa,0,2,0.0000,9.50
https://www.epickor.com/culture,0,16,0.0000,32.56
https://www.epickor.com/food-shopping,0,7,0.0000,12.57
https://www.epickor.com/instagram,0,2,0.0000,44.50
https://www.epickor.com/issues,0,1,0.0000,1.00
https://www.epickor.com/latest,0,4,0.0000,2.75
https://www.epickor.com/travel,0,5,0.0000,4.20
